,text,sentiment,country,neg,neu,pos,compound
891,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
892,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",USA,0.0,0.8959999999999999,0.10400000000000001,0.29600000000000004
893,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
894,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",Mexico,0.0,0.8959999999999999,0.10400000000000001,0.29600000000000004
895,"  Eight  stores are vaccinating Arizonans age 65+, teachers, child care providers, LTC staff, health workers, an…","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",USA,0.0,0.8240000000000001,0.17600000000000002,0.4939
897,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",USA,0.0,0.8959999999999999,0.10400000000000001,0.29600000000000004
898,"  Nigeria expects to take delivery of 3.92 million doses of the Covid-19 vaccine on Tuesday, the third West African country to…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",South Africa,0.0,1.0,0.0,0.0
900,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
901,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",USA,0.0,0.8959999999999999,0.10400000000000001,0.29600000000000004
904,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",USA,0.0,0.8959999999999999,0.10400000000000001,0.29600000000000004
908,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",Italy,0.0,0.8959999999999999,0.10400000000000001,0.29600000000000004
911,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
912,"Nigeria expects to take delivery of 3.92 million doses of the Covid-19 vaccine on Tuesday, the third West African c… ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",South Africa,0.0,1.0,0.0,0.0
914,"  There is a lot of information about the #COVID19 vaccine, but how do you know what to believe? Get your information fr…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
915,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
916,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK,0.0,1.0,0.0,0.0
918,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
921,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
923,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",USA,0.0,0.8959999999999999,0.10400000000000001,0.29600000000000004
924,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",Canada,0.0,0.8959999999999999,0.10400000000000001,0.29600000000000004
926,"  U.S. regulators authorized Johnson &amp; Johnson’s COVID-19 vaccine for emergency use, one day after a panel of outside experts ba…","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3818}",USA,0.126,0.8740000000000001,0.0,-0.3818
928,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
929,"Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a… ","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}",USA,0.0,0.8909999999999999,0.109,0.29600000000000004
931,I’m 1 in 20 million YES!   COVID-19 vaccine: 20 million people have received first coronavirus jab in UK ,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.5754}",UK,0.0,0.8109999999999999,0.18899999999999997,0.5754
932,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
933,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
935,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
936,An interesting point by  on  today: he says states’ coronavirus deaths per capita sho… ,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}",USA,0.0,0.828,0.172,0.4019
938,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
939,"  If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance.Read the latest guidance…","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}",USA,0.0,0.8909999999999999,0.109,0.29600000000000004
940,  This is how the Johnson &amp; Johnson coronavirus vaccine works ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
942,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
944,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…","{'neg': 0.137, 'neu': 0.696, 'pos': 0.167, 'compound': 0.4035}",USA,0.13699999999999998,0.696,0.16699999999999998,0.4035
945,"  COVID-19 vaccine: 20 million people have received coronavirus jab in UK, says Matt Hancock ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Nigeria,0.0,1.0,0.0,0.0
949,Can Employees Be Forced To Take The Covid-19 Vaccine? - Coronavirus (COVID-19) - Canada Interesting article ⁦… ,"{'neg': 0.16, 'neu': 0.695, 'pos': 0.144, 'compound': -0.0772}",Canada,0.16,0.695,0.14400000000000002,-0.0772
950,"  Dr. Anthony Fauci, the top U.S. infectious disease official, said on Sunday he would take the newly approved Johnson &amp;…","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5574}",Argentina,0.0,0.7959999999999999,0.204,0.5574
953,"  Dr. Anthony Fauci, the top U.S. infectious disease official, said on Sunday he would take the newly approved Johnson &amp;…","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5574}",Poland,0.0,0.7959999999999999,0.204,0.5574
955,  The next phase of the #COVID19 vaccine roll-out has begun and it includes unpaid carers and those with certain health condtio…,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2732}",UK,0.0,0.905,0.095,0.2732
958,COVID-19 vaccine: 20 million people have received first coronavirus jab in UK ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK,0.0,1.0,0.0,0.0
960,Governor...? ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
961,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
962,  The COVID-19 vaccines work by teaching your immune system how to defend itself against attack from the virus. Read more: https…,"{'neg': 0.128, 'neu': 0.782, 'pos': 0.091, 'compound': -0.2263}",UK,0.128,0.782,0.091,-0.2263
963,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada,0.0,1.0,0.0,0.0
964,  Virginia loosening some COVID restrictions starting tomorrow ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
965,  German Chancellor Angela Merkel has warned of a third wave of Covid-19 cases if Germany gets its reopening wrong. …,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.6369}",UK,0.245,0.755,0.0,-0.6369
968,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
969,"  If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance.Read the latest guidance…","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}",UK,0.0,0.8909999999999999,0.109,0.29600000000000004
970,  Virginia loosening some COVID restrictions starting tomorrow ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
971,  Millions have received the COVID-19 vaccine under the most intense safety monitoring system. All vaccines used have undergon…,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.5678}",USA,0.0,0.774,0.226,0.5678
972,Johnson &amp; Johnson Plans to Test Its Vaccine on Infants ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
973,Johnson &amp; Johnson Plans to Test Its Vaccine on Infants  #Russia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
974,"  Australia has marked a major new milestone in the fight against COVID-19, with 300,000 doses of the AstraZeneca vaccine arr…","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3818}",USA,0.126,0.8740000000000001,0.0,-0.3818
975,"   The FDA said J&amp;J’s vaccine offers strong protection against what matters most: serious illness, hospitalizations and death. One…","{'neg': 0.327, 'neu': 0.502, 'pos': 0.17, 'compound': -0.6214}",USA,0.327,0.502,0.17,-0.6214
976,CDC expert panel unanimously votes to endorse J&amp;J's vaccine  . It appears to be less prone than Pfize… ,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",Kenya,0.0,0.8740000000000001,0.126,0.3182
977,"  BREAKING: U.S. approves Johnson &amp; Johnson’s single-dose COVID-19 shot, adding a third vaccine option to the race against the virus.…","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}",USA,0.0,0.87,0.13,0.4019
978,"  💉 More than 1,542,929 people have received their first dose of vaccine in Scotland, meaning over a third of the Scottish adult…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK,0.0,1.0,0.0,0.0
979,Infectious disease experts weigh in on the lower efficacy for Johnson &amp; Johnson's COVID-19 vaccine compared to Pfiz… ,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}",USA,0.115,0.885,0.0,-0.29600000000000004
980,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.1027}",USA,0.113,0.887,0.0,-0.1027
982,"  Among US states SD has the third-highest percentage of people who have gotten at least one vaccination, according to the …","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
983,"  Experts advising  voted 12 to 0, with one recusal, to add Johnson &amp; Johnson’s newly authorized Covid-19 vaccine…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
984, I guess my questions will eventually be answered here: ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",New Zealand,0.0,1.0,0.0,0.0
985,Virginia loosening some COVID restrictions starting tomorrow ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
988,    The FDA “recommends” prioritization but leaves it to the states… ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
989,  Petco Park vaccination super station closed through Tuesday as county reports 450 new COVID-19 cases ,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.5994}",USA,0.0,0.782,0.218,0.5994
990,"As we’re nearing the one-year mark of COVID-19 in Kentucky, many healthcare workers are sharing messages of hope. ","{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.6908}",USA,0.0,0.737,0.263,0.6908
991,More than 20 million in Britain get first COVID-19 vaccine dose ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
992,  Today on #SundayTODAY: A live report from Johnson &amp; Johnson’s headquarters after the FDA granted emergency use authorization…,"{'neg': 0.133, 'neu': 0.765, 'pos': 0.102, 'compound': -0.1531}",USA,0.133,0.765,0.102,-0.1531
994,"  With little debate, the CDC's expert panel voted to endorse J&amp;J's vaccine ","{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}",USA,0.0,0.8270000000000001,0.17300000000000001,0.3182
995,😷 2020 has not been easy for anyone but it has given us a new perspective for the new year. Vaccine for COVID-19 is… ,"{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.1786}",USA,0.075,0.925,0.0,-0.1786
996,  San Diego County’s expanded COVID-19 vaccine eligibility launches Saturday ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
997,"  Australia has marked a major new milestone in the fight against COVID-19, with 300,000 doses of the AstraZeneca vaccine arr…","{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3818}",Australia,0.126,0.8740000000000001,0.0,-0.3818
998,"  “Chicago’s regional positivity rate of 2.9% is an all-time low.”And still 140,000+ unemployed IL hospitality staff https…","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5106}",USA,0.0,0.8290000000000001,0.171,0.5106
999,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Ireland,0.0,1.0,0.0,0.0
1000,"  Eight  stores are vaccinating Arizonans age 65+, teachers, child care providers, LTC staff, health workers, an…","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",USA,0.0,0.8240000000000001,0.17600000000000002,0.4939
1001,    Walgreens (their website) in NC has appointments as well as Atrium Health (…,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",USA,0.0,0.851,0.149,0.2732
1002,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}",UK,0.0,0.9390000000000001,0.061,0.0772
1003,"  DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices …","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.1027}",USA,0.0,0.903,0.09699999999999999,0.1027
1004,#Québec to give 2nd #dose within 90 days but #Phizer authorizes 21  indicated that t… ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada,0.0,1.0,0.0,0.0
1005,"  Willie Mae Williams, lost her brother to the coronavirus about three months ago. She didn’t hesitate to get in line fo…","{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5267}",USA,0.188,0.812,0.0,-0.5267
1006,"On paper, Central Falls and Chelsea are mirror image communities. But their fortunes could not have been more diffe… ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1007,"  The FDA has authorized a third Covid-19 vaccine, from Johnson &amp; Johnson. Have questions? 's Coronavirus Blog has a…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1008,"The FDA has authorized a third Covid-19 vaccine, from Johnson &amp; Johnson. Have questions? 's Coronavirus Blog… ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA,0.0,1.0,0.0,0.0
1012,Philippines receives COVID-19 vaccine after delays - Associated Press  ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",South Africa,0.0,1.0,0.0,0.0
1013,  South Africa has signed an agreement with Johnson &amp; Johnson to secure 11 million COVID-19 vaccine doses and will ease r…,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.7964}",USA,0.0,0.69,0.31,0.7964
1014,  Auckland Airport MPI staff 'fuming' after being left behind in vaccine rollout   …,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada,0.0,1.0,0.0,0.0
1015, US is poised to distribute a third Covid-19 vaccine ,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.25}",USA,0.0,0.778,0.222,0.25
1016,"Australia has marked a major new milestone in the fight against COVID-19, with 300,000 doses of the AstraZeneca vac… ","{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.3818}",USA,0.133,0.867,0.0,-0.3818
